REGISTERED VOTERS PER POLLING STATION FOR THE 2022 GENERAL ELECTION,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CountyCode,County Name,Const Code,Const.  Name,CAW Code,CAW Name,Reg. CentreCode,Reg. Centre Name,Polling Station Code,Polling Station Name Name,Registered Voters
046,NYAMIRA,270,KITUTU MASABA,1350,MANGA,087,MANGA TEA COLLECTION CENTRE,046270135008702,MANGA TEA COLLECTION CENTRE,555
046,NYAMIRA,270,KITUTU MASABA,1350,MANGA,088,NYAMACHE MANGE S.D.A PRIMARY SCHOO,046270135008801,NYAMACHE MANGE S.D.A PRIMARY SC,O  O   L               608
046,NYAMIRA,270,KITUTU MASABA,1350,MANGA,089,GESONSO COFFEE FACTORY,046270135008901,GESONSO COFFEE FACTORY,556
046,NYAMIRA,270,KITUTU MASABA,1350,MANGA,089,GESONSO COFFEE FACTORY,046270135008902,GESONSO COFFEE FACTORY,556
046,NYAMIRA,270,KITUTU MASABA,1350,MANGA,090,NYAIKURO D.E.B PRIMARY SCHOOL.,046270135009001,NYAIKURO D.E.B PRIMARY SCHOOL.,604
046,NYAMIRA,270,KITUTU MASABA,1350,MANGA,090,NYAIKURO D.E.B PRIMARY SCHOOL.,046270135009002,NYAIKURO D.E.B PRIMARY SCHOOL.,604
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,091,GESIMA PRIMARY SCHOOL,046270135109101,GESIMA PRIMARY SCHOOL,5 31
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,091,GESIMA PRIMARY SCHOOL,046270135109102,GESIMA PRIMARY SCHOOL,5 31
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,091,GESIMA PRIMARY SCHOOL,046270135109103,GESIMA PRIMARY SCHOOL,530
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,091,GESIMA PRIMARY SCHOOL,046270135109104,GESIMA PRIMARY SCHOOL,530
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,092,RIAMONI D.E.B PRIMARY SCHOOL,046270135109201,RIAMONI D.E.B PRIMARY SCHOOL,484
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,092,RIAMONI D.E.B PRIMARY SCHOOL,046270135109202,RIAMONI D.E.B PRIMARY SCHOOL,484
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,093,RITIBO D.E.B PRIMARY SCHOOL,046270135109301,RITIBO D.E.B PRIMARY SCHOOL,427
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,093,RITIBO D.E.B PRIMARY SCHOOL,046270135109302,RITIBO D.E.B PRIMARY SCHOOL,427
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,094,NYATIENO D.E.B PRIMARY SCHOOL,046270135109401,NYATIENO D.E.B PRIMARY SCHOOL,6 14
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,094,NYATIENO D.E.B PRIMARY SCHOOL,046270135109402,NYATIENO D.E.B PRIMARY SCHOOL,6 13
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,095,NYAMAKOROTO D.O.K PRIMARY SCHOOL,046270135109501,NYAMAKOROTO D.O.K PRIMARY SCHO,L                   462
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,095,NYAMAKOROTO D.O.K PRIMARY SCHOOL,046270135109502,NYAMAKOROTO D.O.K PRIMARY SCHO,L                   462
046,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,096,IRANYA P.A.G PRIMARY SCHOOL,046270135109601,IRANYA P.A.G PRIMARY SCHOOL,448
