REGISTERED VOTERS PER POLLING STATION FOR THE 2022 GENERAL ELECTION,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CountyCode,County Name,Const Code,Const.  Name,CAW Code,CAW Name,Reg. CentreCode,Reg. Centre Name,Polling Station Code,Polling Station Name Name,Registered Voters
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,028,ORERA PRIMARY SCHOOL,043246122702802,ORERA PRIMARY SCHOOL,399
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,029,PONGE PRIMARY SCHOOL,043246122702901,PONGE PRIMARY SCHOOL,206
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,030,KANDEGWA PRIMARY SCHOOL,043246122703001,KANDEGWA PRIMARY SCHOOL,424
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,030,KANDEGWA PRIMARY SCHOOL,043246122703002,KANDEGWA PRIMARY SCHOOL,424
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,031,NYASORE PRIMARY SCHOOL,043246122703101,NYASORE PRIMARY SCHOOL,4 13
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,031,NYASORE PRIMARY SCHOOL,043246122703102,NYASORE PRIMARY SCHOOL,4 12
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,032,ADEGA PRIMARY SCHOOL,043246122703201,ADEGA PRIMARY SCHOOL,362
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,032,ADEGA PRIMARY SCHOOL,043246122703202,ADEGA PRIMARY SCHOOL,3 61
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,033,AYIENGO PRIMARY SCHOOL,043246122703301,AYIENGO PRIMARY SCHOOL,508
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,033,AYIENGO PRIMARY SCHOOL,043246122703302,AYIENGO PRIMARY SCHOOL,507
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,034,OSURI PRIMARY SCHOOL,043246122703401,OSURI PRIMARY SCHOOL,669
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,035,KOTIENDITI PRIMARY SCHOOL,043246122703501,KOTIENDITI PRIMARY SCHOOL,460
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,035,KOTIENDITI PRIMARY SCHOOL,043246122703502,KOTIENDITI PRIMARY SCHOOL,459
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,036,KEYO NYANG'WEN SDA CHURCH,043246122703601,KEYO NYANG'WEN SDA CHURCH,606
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,036,KEYO NYANG'WEN SDA CHURCH,043246122703602,KEYO NYANG'WEN SDA CHURCH,606
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,037,OGENGA PRIMARY SCHOOL,043246122703701,OGENGA PRIMARY SCHOOL,383
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,037,OGENGA PRIMARY SCHOOL,043246122703702,OGENGA PRIMARY SCHOOL,382
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,038,KABONGO PRIMARY SCHOOL,043246122703801,KABONGO PRIMARY SCHOOL,274
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,039,GOD MIAHA PRIMARY SCHOOL,043246122703901,GOD MIAHA PRIMARY SCHOOL,527
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,040,KADIJU PRIMARY SCHOOL,043246122704001,KADIJU PRIMARY SCHOOL,5 16
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,041,JWELU PRIMARY SCHOOL,043246122704101,JWELU PRIMARY SCHOOL,309
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,042,KITARE PRIMARY SCHOOL,043246122704201,KITARE PRIMARY SCHOOL,574
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,043,KAROKO PRIMARY SCHOOL,043246122704301,KAROKO PRIMARY SCHOOL,529
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,044,KOGALO PRIMARY SCHOOL,043246122704401,KOGALO PRIMARY SCHOOL,380
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,045,AWUOR DIMO PRIMARY SCHOOL,043246122704501,AWUOR DIMO PRIMARY SCHOOL,292
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,046,KOWIDI PRIMARY SCHOOL,043246122704601,KOWIDI PRIMARY SCHOOL,2 18
043,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,047,GWENO KIPODI PRIMARY SCHOOL,043246122704701,GWENO KIPODI PRIMARY SCHOOL,322
