REGISTERED VOTERS PER POLLING STATION FOR THE 2022 GENERAL ELECTION,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CountyCode,County Name,Const Code,Const.  Name,CAW Code,CAW Name,Reg. CentreCode,Reg. Centre Name,Polling Station Code,Polling Station Name Name,Registered Voters
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,112,MANERA PRI SCH,043250125011201,MANERA PRI SCH,3 61
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,113,OKOK PRI SCH,043250125011301,OKOK PRI SCH,555
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,114,KATIENO NUR SCH,043250125011401,KATIENO NUR SCH,410
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,115,NYANDIWA PRI SCH,043250125011501,NYANDIWA PRI SCH,245
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,116,NYANG'IENDO PRI SCH,043250125011601,NYANG'IENDO PRI SCH,372
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,117,BURU ATEGO PRI SCH,043250125011701,BURU ATEGO PRI SCH,308
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,118,OMAKO KOTH PRI SCH,043250125011801,OMAKO KOTH PRI SCH,253
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,119,YAGO PRI SCH,043250125011901,YAGO PRI SCH,302
043,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,150,SING'ENGE PRIMARY SCHOOL,043250125015001,SING'ENGE PRIMARY SCHOOL,1 47
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,096,MANYUANDA PRI SCH,043250125109601,MANYUANDA PRI SCH,476
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,120,RAIRI PRI SCH,043250125112001,RAIRI PRI SCH,485
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,121,SANGORE PRI SCH,043250125112101,SANGORE PRI SCH,594
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,122,OSURE PRI SCH,043250125112201,OSURE PRI SCH,602
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,123,DAGO PRI SCH,043250125112301,DAGO PRI SCH,479
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,124,NDHIWA PRI SCH,043250125112401,NDHIWA PRI SCH,672
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,124,NDHIWA PRI SCH,043250125112402,NDHIWA PRI SCH,672
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,124,NDHIWA PRI SCH,043250125112403,NDHIWA PRI SCH,672
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,124,NDHIWA PRI SCH,043250125112404,NDHIWA PRI SCH,672
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,124,NDHIWA PRI SCH,043250125112405,NDHIWA PRI SCH,672
043,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,125,NYAMANGA PRI SCH,043250125112501,NYAMANGA PRI SCH,573
