REGISTERED VOTERS PER POLLING STATION FOR THE 2022 GENERAL ELECTION,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CountyCode,County Name,Const Code,Const.  Name,CAW Code,CAW Name,Reg. CentreCode,Reg. Centre Name,Polling Station Code,Polling Station Name Name,Registered Voters
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,038,VOTA PRIMARY SCHOOL.,016081039903802,VOTA PRIMARY SCHOOL.,544
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,039,MIKUYU PRIMARY SCHOOL.,016081039903901,MIKUYU PRIMARY SCHOOL.,659
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,040,KATHEKA KAI PRIMARY SCHOOL.,016081039904001,KATHEKA KAI PRIMARY SCHOOL.,498
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,040,KATHEKA KAI PRIMARY SCHOOL.,016081039904002,KATHEKA KAI PRIMARY SCHOOL.,498
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,040,KATHEKA KAI PRIMARY SCHOOL.,016081039904003,KATHEKA KAI PRIMARY SCHOOL.,498
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,041,KATHEKA KAI SECONDARY SCHOOL.,016081039904101,KATHEKA KAI SECONDARY SCHOOL.,460
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,041,KATHEKA KAI SECONDARY SCHOOL.,016081039904102,KATHEKA KAI SECONDARY SCHOOL.,460
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,042,KYAANI PRIMARY SCHOOL.,016081039904201,KYAANI PRIMARY SCHOOL.,679
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,043,KYASILA PRIMARY SCHOOL.,016081039904301,KYASILA PRIMARY SCHOOL.,635
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,123,ST. FRANCIS KAVOVI PRIMARY SCHOOL,016081039912301,ST. FRANCIS KAVOVI PRIMARY SCHOOL,1 35
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,124,KIVANI PRIMARY SCHOOL,016081039912401,KIVANI PRIMARY SCHOOL,1 68
016,MACHAKOS,081,MACHAKOS TOWN,0399,MUA,126,KATELEMBU CENTRE OF EXCELLENCE BOYS,IGH S0C1H60O8O10L39912601,KATELEMBU CENTRE OF EXCELLENCE B,Y  S  H   I G  H     S C   H  O2 3O1L
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,044,KASAINI PRIMARY SCHOOL.,016081040004401,KASAINI PRIMARY SCHOOL.,5 18
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,044,KASAINI PRIMARY SCHOOL.,016081040004402,KASAINI PRIMARY SCHOOL.,5 17
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,045,NGELANI PRIMARY SCHOOL.,016081040004501,NGELANI PRIMARY SCHOOL.,629
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,045,NGELANI PRIMARY SCHOOL.,016081040004502,NGELANI PRIMARY SCHOOL.,629
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,046,METUMA PRIMARY SCHOOL.,016081040004601,METUMA PRIMARY SCHOOL.,586
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,046,METUMA PRIMARY SCHOOL.,016081040004602,METUMA PRIMARY SCHOOL.,586
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,046,METUMA PRIMARY SCHOOL.,016081040004603,METUMA PRIMARY SCHOOL.,585
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,047,KITHIMA PRIMARY SCHOOL.,016081040004701,KITHIMA PRIMARY SCHOOL.,506
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,047,KITHIMA PRIMARY SCHOOL.,016081040004702,KITHIMA PRIMARY SCHOOL.,505
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,048,KAMUTHANGA S.A PRIMARY SCHOOL.,016081040004801,KAMUTHANGA S.A PRIMARY SCHOOL.,593
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,048,KAMUTHANGA S.A PRIMARY SCHOOL.,016081040004802,KAMUTHANGA S.A PRIMARY SCHOOL.,593
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,048,KAMUTHANGA S.A PRIMARY SCHOOL.,016081040004803,KAMUTHANGA S.A PRIMARY SCHOOL.,592
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,049,MUTITUNI PRIMARY SCHOOL.,016081040004901,MUTITUNI PRIMARY SCHOOL.,649
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,049,MUTITUNI PRIMARY SCHOOL.,016081040004902,MUTITUNI PRIMARY SCHOOL.,649
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,049,MUTITUNI PRIMARY SCHOOL.,016081040004903,MUTITUNI PRIMARY SCHOOL.,649
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,049,MUTITUNI PRIMARY SCHOOL.,016081040004904,MUTITUNI PRIMARY SCHOOL.,649
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,049,MUTITUNI PRIMARY SCHOOL.,016081040004905,MUTITUNI PRIMARY SCHOOL.,648
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,049,MUTITUNI PRIMARY SCHOOL.,016081040004906,MUTITUNI PRIMARY SCHOOL.,648
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,050,KITEINI PRIMARY SCHOOL.,016081040005001,KITEINI PRIMARY SCHOOL.,547
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,050,KITEINI PRIMARY SCHOOL.,016081040005002,KITEINI PRIMARY SCHOOL.,547
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,051,MBUKONI PRIMARY SCHOOL.,016081040005101,MBUKONI PRIMARY SCHOOL.,511
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,052,KIVUTINI PRIMARY SCHOOL.,016081040005201,KIVUTINI PRIMARY SCHOOL.,390
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,052,KIVUTINI PRIMARY SCHOOL.,016081040005202,KIVUTINI PRIMARY SCHOOL.,390
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,053,KEAA PRIMARY SCHOOL,016081040005301,KEAA PRIMARY SCHOOL,422
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,054,KISEKINI SALVATION ARMY CHURCH,016081040005401,KISEKINI SALVATION ARMY CHURCH,566
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,127,KWA KITAA PRIMARY SCHOOL,016081040012701,KWA KITAA PRIMARY SCHOOL,224
016,MACHAKOS,081,MACHAKOS TOWN,0400,MUTITUNI,129,YUMBANI OPEN GROUNDS,016081040012901,YUMBANI OPEN GROUNDS,1 58
016,MACHAKOS,081,MACHAKOS TOWN,0401,MACHAKOS CENTRAL,058,IKOKANI PRIMARY SCHOOL.,016081040105801,IKOKANI PRIMARY SCHOOL.,645
016,MACHAKOS,081,MACHAKOS TOWN,0401,MACHAKOS CENTRAL,059,KUSYOMUOMO PRIMARY SCHOOL.,016081040105901,KUSYOMUOMO PRIMARY SCHOOL.,549
016,MACHAKOS,081,MACHAKOS TOWN,0401,MACHAKOS CENTRAL,060,BAPTIST PRIMARY SCHOOL.,016081040106001,BAPTIST PRIMARY SCHOOL.,569
016,MACHAKOS,081,MACHAKOS TOWN,0401,MACHAKOS CENTRAL,060,BAPTIST PRIMARY SCHOOL.,016081040106002,BAPTIST PRIMARY SCHOOL.,569
016,MACHAKOS,081,MACHAKOS TOWN,0401,MACHAKOS CENTRAL,060,BAPTIST PRIMARY SCHOOL.,016081040106003,BAPTIST PRIMARY SCHOOL.,569
016,MACHAKOS,081,MACHAKOS TOWN,0401,MACHAKOS CENTRAL,060,BAPTIST PRIMARY SCHOOL.,016081040106004,BAPTIST PRIMARY SCHOOL.,568
016,MACHAKOS,081,MACHAKOS TOWN,0401,MACHAKOS CENTRAL,060,BAPTIST PRIMARY SCHOOL.,016081040106005,BAPTIST PRIMARY SCHOOL.,568
